MUNICIPIO,REDE,IDEB_2015,IDEB_2017
Pindaré-Mirim,Municipal,3.9,4
Pindaré-Mirim,Pública,3.9,4
Pinheiro,Estadual,-,-
Pinheiro,Municipal,5,4.9
Pinheiro,Pública,5,4.9
Pio XII,Estadual,-,-
Pio XII,Municipal,3.3,3.9
Pio XII,Pública,3.3,3.9
Pirapemas,Estadual,-,-
Pirapemas,Municipal,4.3,4.4
Pirapemas,Pública,4.3,4.4
Poção de Pedras,Estadual,-,-
Poção de Pedras,Municipal,4.6,4.6
Poção de Pedras,Pública,4.6,4.6
Porto Franco,Municipal,6,5.9
Porto Franco,Pública,6,5.9
Porto Rico do Maranhão,Municipal,7.6,4.2
Porto Rico do Maranhão,Pública,7.6,4.2
Presidente Dutra,Estadual,-,-
Presidente Dutra,Municipal,3.9,4.3
Presidente Dutra,Pública,3.9,4.3
Presidente Juscelino,Estadual,-,-
Presidente Juscelino,Municipal,4.6,4.9
Presidente Juscelino,Pública,4.6,4.9
Presidente Médici,Estadual,-,-
Presidente Médici,Municipal,4,4.5
Presidente Médici,Pública,4,4.5
Presidente Sarney,Municipal,4,4.9
Presidente Sarney,Pública,4,4.9
Presidente Vargas,Municipal,4,4.1
Presidente Vargas,Pública,4,4.1
Primeira Cruz,Estadual,-,-
Primeira Cruz,Municipal,-,4.5
Primeira Cruz,Pública,-,4.5
Raposa,Municipal,4.1,4.2
Raposa,Pública,4.1,4.2
Riachão,Estadual,-,-
Riachão,Municipal,4.5,4.5
Riachão,Pública,4.5,4.5
Ribamar Fiquene,Municipal,4.5,4.4
Ribamar Fiquene,Pública,4.5,4.4
Rosário,Estadual,-,-
Rosário,Municipal,4.8,5.2
Rosário,Pública,4.8,5.2
Sambaíba,Estadual,-,-
Sambaíba,Municipal,4.8,4.6
Sambaíba,Pública,4.8,4.6
Santa Filomena do Maranhão,Municipal,4,4
Santa Filomena do Maranhão,Pública,4,4
Santa Helena,Estadual,-,-
Santa Helena,Municipal,4.2,3.8
Santa Helena,Pública,4.2,3.8
Santa Inês,Estadual,-,-
Santa Inês,Municipal,4.1,4.2
Santa Inês,Pública,4.1,4.2
Santa Luzia,Estadual,-,-
Santa Luzia,Municipal,4,4.6
Santa Luzia,Pública,4,4.6
Santa Luzia do Paruá,Estadual,-,-
Santa Luzia do Paruá,Municipal,3.9,3.9
Santa Luzia do Paruá,Pública,3.8,3.9
Santa Quitéria do Maranhão,Municipal,3.9,-
Santa Quitéria do Maranhão,Pública,3.9,-
Santa Rita,Estadual,-,-
Santa Rita,Municipal,4.3,4.7
Santa Rita,Pública,4.3,4.7
Santana do Maranhão,Municipal,4,4.3
Santana do Maranhão,Pública,4,4.3
Santo Amaro do Maranhão,Estadual,-,-
Santo Amaro do Maranhão,Municipal,4,4.1
Santo Amaro do Maranhão,Pública,4,4.1
Santo Antônio dos Lopes,Estadual,-,-
Santo Antônio dos Lopes,Municipal,4.3,4.9
Santo Antônio dos Lopes,Pública,4.3,4.9
São Benedito do Rio Preto,Estadual,-,-
São Benedito do Rio Preto,Municipal,4.1,4.2
São Benedito do Rio Preto,Pública,4.1,4.2
São Bento,Estadual,-,-
São Bento,Municipal,4.5,4.9
São Bento,Pública,4.5,4.9
São Bernardo,Estadual,-,-
São Bernardo,Municipal,4.8,4.4
São Bernardo,Pública,4.8,4.4
São Domingos do Azeitão,Estadual,-,-
São Domingos do Azeitão,Municipal,4,3.9
São Domingos do Azeitão,Pública,4,3.9
São Domingos do Maranhão,Estadual,-,-
São Domingos do Maranhão,Municipal,4.4,4.6
São Domingos do Maranhão,Pública,4.4,4.6
São Félix de Balsas,Estadual,-,-
São Félix de Balsas,Municipal,3.8,4.6
São Félix de Balsas,Pública,3.8,4.6
São Francisco do Brejão,Municipal,4,5.2
São Francisco do Brejão,Pública,4,5.2
São Francisco do Maranhão,Estadual,-,-
São Francisco do Maranhão,Municipal,3.7,4.4
São Francisco do Maranhão,Pública,3.7,4.4
São João Batista,Municipal,4,4.2
São João Batista,Pública,4,4.2
São João do Carú,Municipal,4.2,4.4
São João do Carú,Pública,4.2,4.4
São João do Paraíso,Municipal,4.5,4.6
São João do Paraíso,Pública,4.5,4.6
São João do Soter,Municipal,3.7,4.1
São João do Soter,Pública,3.7,4.1
São João dos Patos,Estadual,-,-
São João dos Patos,Municipal,5,5
São João dos Patos,Pública,5,5
São José de Ribamar,Estadual,-,-
São José de Ribamar,Municipal,4.7,5.3
São José de Ribamar,Pública,4.7,5.3
São José dos Basílios,Municipal,3.9,3.9
São José dos Basílios,Pública,3.9,3.9
São Luís,Federal,7.1,7.9
São Luís,Estadual,4.8,4.9
São Luís,Municipal,4.5,4.6
São Luís,Pública,4.6,4.7
São Luís Gonzaga do Maranhão,Estadual,-,-
São Luís Gonzaga do Maranhão,Municipal,4,4.4
São Luís Gonzaga do Maranhão,Pública,4,4.4
São Mateus do Maranhão,Municipal,4.1,4.5
São Mateus do Maranhão,Pública,4.1,4.5
São Pedro da Água Branca,Municipal,4.3,4.7
São Pedro da Água Branca,Pública,4.3,4.7
São Pedro dos Crentes,Municipal,4.5,4
São Pedro dos Crentes,Pública,4.5,4
São Raimundo das Mangabeiras,Estadual,-,-
São Raimundo das Mangabeiras,Municipal,4.7,5.5
São Raimundo das Mangabeiras,Pública,4.7,5.5
São Raimundo do Doca Bezerra,Municipal,4.1,3.8
São Raimundo do Doca Bezerra,Pública,4.1,3.8
São Roberto,Municipal,4.1,3.7
São Roberto,Pública,4.1,3.7
São Vicente Ferrer,Estadual,-,-
São Vicente Ferrer,Municipal,4,3.8
São Vicente Ferrer,Pública,4,3.8
Satubinha,Municipal,3.6,4.7
Satubinha,Pública,3.6,4.7
Senador Alexandre Costa,Estadual,-,-
Senador Alexandre Costa,Municipal,3.8,4.2
Senador Alexandre Costa,Pública,3.8,4.2
Senador La Rocque,Municipal,3.7,3.9
Senador La Rocque,Pública,3.7,3.9
Serrano do Maranhão,Municipal,4.6,4.2
Serrano do Maranhão,Pública,4.6,4.2
Sítio Novo,Municipal,4.7,4.7
Sítio Novo,Pública,4.6,4.6
Sucupira do Norte,Municipal,4.8,5.1
Sucupira do Norte,Pública,4.8,5.1
Sucupira do Riachão,Municipal,3.6,4.5
Sucupira do Riachão,Pública,3.6,4.5
Tasso Fragoso,Estadual,-,-
Tasso Fragoso,Municipal,4.2,4.2
Tasso Fragoso,Pública,4.2,4.2
Timbiras,Municipal,3.8,4
Timbiras,Pública,3.8,4
Timon,Estadual,-,-
Timon,Municipal,4.5,5
Timon,Pública,4.5,5
Trizidela do Vale,Municipal,4.6,4.9
Trizidela do Vale,Pública,4.6,4.9
Tufilândia,Municipal,3.7,4.1
Tufilândia,Pública,3.7,4.1
Tuntum,Estadual,-,-
Tuntum,Municipal,4.5,4.7
Tuntum,Pública,4.5,4.7
Turiaçu,Estadual,-,-
Turiaçu,Municipal,4,4.4
Turiaçu,Pública,4,4.4
Turilândia,Municipal,3.6,3.8
Turilândia,Pública,3.6,3.8
Tutóia,Estadual,-,-
Tutóia,Municipal,4.4,4.4
Tutóia,Pública,4.4,4.4
Urbano Santos,Estadual,-,-
Urbano Santos,Municipal,3.9,4
Urbano Santos,Pública,3.9,4
Vargem Grande,Municipal,4.2,4.3
Vargem Grande,Pública,4.2,4.3
Viana,Estadual,-,-
Viana,Municipal,4.4,4.5
Viana,Pública,4.4,4.5
Vila Nova dos Martírios,Municipal,4.2,5
Vila Nova dos Martírios,Pública,4.2,5
Vitória do Mearim,Estadual,-,-
Vitória do Mearim,Municipal,4.4,4.5
Vitória do Mearim,Pública,4.4,4.5
Vitorino Freire,Estadual,-,-
Vitorino Freire,Municipal,4.2,4.4
Vitorino Freire,Pública,4.2,4.4
Zé Doca,Municipal,4.1,4.4
Zé Doca,Pública,4.1,4.4
Acauã,Estadual,-,-
Acauã,Municipal,5.1,5.5
Acauã,Pública,5.1,5.5
Agricolândia,Estadual,-,-
Agricolândia,Municipal,4.3,4.5
Agricolândia,Pública,4.3,4.5
Água Branca,Estadual,-,-
Água Branca,Municipal,5.4,6.1
Água Branca,Pública,5.4,6.1
Alagoinha do Piauí,Estadual,-,-
Alagoinha do Piauí,Municipal,4.6,4.4
Alagoinha do Piauí,Pública,4.6,4.4
Alegrete do Piauí,Municipal,4.1,5.3
Alegrete do Piauí,Pública,4.1,5.3
Alto Longá,Estadual,-,-
Alto Longá,Municipal,5,5.1
Alto Longá,Pública,5,5.1
Altos,Estadual,-,-
Altos,Municipal,4.6,5.3
Altos,Pública,4.6,5.3
Alvorada do Gurguéia,Estadual,-,-
Alvorada do Gurguéia,Municipal,3.7,3.4
Alvorada do Gurguéia,Pública,3.7,3.4
Amarante,Estadual,4.2,-
Amarante,Municipal,3.6,4.3
Amarante,Pública,3.7,4.3
Angical do Piauí,Estadual,-,-
Angical do Piauí,Municipal,5.1,5.3
Angical do Piauí,Pública,5.1,5.3
Anísio de Abreu,Estadual,-,-
Anísio de Abreu,Municipal,3.9,4.2
Anísio de Abreu,Pública,3.9,4.2
Antônio Almeida,Estadual,-,-
Antônio Almeida,Municipal,5,4.7
Antônio Almeida,Pública,5,4.7
Aroazes,Estadual,-,-
Aroazes,Municipal,4.6,4.7
Aroazes,Pública,4.6,4.7
Aroeiras do Itaim,Municipal,-,-
Aroeiras do Itaim,Pública,-,-
Arraial,Estadual,-,-
Arraial,Municipal,4.1,5
Arraial,Pública,4.1,5
Assunção do Piauí,Municipal,3.2,4.5
Assunção do Piauí,Pública,3.2,4.5
Avelino Lopes,Estadual,-,-
Avelino Lopes,Municipal,3.6,5
Avelino Lopes,Pública,3.6,5
Baixa Grande do Ribeiro,Estadual,-,-
Baixa Grande do Ribeiro,Municipal,4.7,5.4
Baixa Grande do Ribeiro,Pública,4.7,5.4
Barra D'Alcântara,Municipal,4.8,4.6
Barra D'Alcântara,Pública,4.8,4.6
Barras,Estadual,-,-
Barras,Municipal,4.3,4.9
Barras,Pública,4.3,4.9
Barreiras do Piauí,Estadual,-,-
Barreiras do Piauí,Municipal,2.9,3.3
Barreiras do Piauí,Pública,2.9,3.3
Barro Duro,Estadual,-,-
Barro Duro,Municipal,3.8,3.8
Barro Duro,Pública,3.8,3.8
Batalha,Estadual,-,-
Batalha,Municipal,4.1,4
Batalha,Pública,4.1,4
Bela Vista do Piauí,Municipal,-,5.5
Bela Vista do Piauí,Pública,-,5.5
Belém do Piauí,Municipal,4.5,5.3
Belém do Piauí,Pública,4.5,5.3
Beneditinos,Estadual,-,-
Beneditinos,Municipal,-,6.1
Beneditinos,Pública,-,6.1
Bertolínia,Estadual,-,-
Bertolínia,Municipal,4.1,3.7
Bertolínia,Pública,4.1,3.7
Betânia do Piauí,Municipal,4.2,4.6
Betânia do Piauí,Pública,4.2,4.6
Boa Hora,Municipal,4,4.8
Boa Hora,Pública,4,4.8
Bocaina,Estadual,-,-
Bocaina,Municipal,-,5.1
Bocaina,Pública,-,5.1
Bom Jesus,Estadual,-,-
Bom Jesus,Municipal,5.3,6.3
Bom Jesus,Pública,5.3,6.3
Bom Princípio do Piauí,Municipal,-,4.5
Bom Princípio do Piauí,Pública,-,4.5
Bonfim do Piauí,Municipal,3,3.9
Bonfim do Piauí,Pública,3,3.9
Boqueirão do Piauí,Municipal,3.9,5.2
Boqueirão do Piauí,Pública,3.9,5.2
Brasileira,Estadual,-,-
Brasileira,Municipal,4.5,5.3
Brasileira,Pública,4.5,5.3
Brejo do Piauí,Municipal,3.8,3.2
Brejo do Piauí,Pública,3.8,3.2
Buriti dos Lopes,Estadual,-,-
Buriti dos Lopes,Municipal,4.2,4.4
Buriti dos Lopes,Pública,4.2,4.4
Buriti dos Montes,Municipal,6.5,6.6
Buriti dos Montes,Pública,6.5,6.6
Cabeceiras do Piauí,Estadual,-,-
Cabeceiras do Piauí,Municipal,4.8,5.5
Cabeceiras do Piauí,Pública,4.8,5.5
Cajazeiras do Piauí,Municipal,-,4.6
Cajazeiras do Piauí,Pública,-,4.6
Cajueiro da Praia,Estadual,-,-
Cajueiro da Praia,Municipal,4.9,3.8
Cajueiro da Praia,Pública,4.9,3.8
Caldeirão Grande do Piauí,Municipal,5.3,5.9
Caldeirão Grande do Piauí,Pública,5.3,5.9
Campinas do Piauí,Estadual,-,-
Campinas do Piauí,Municipal,3.6,4.1
Campinas do Piauí,Pública,3.6,4.1
Campo Alegre do Fidalgo,Municipal,2.9,3.3
Campo Alegre do Fidalgo,Pública,2.9,3.3
Campo Grande do Piauí,Municipal,5.1,5.3
Campo Grande do Piauí,Pública,5.1,5.3
Campo Largo do Piauí,Estadual,-,-
Campo Largo do Piauí,Municipal,4.3,4.2
Campo Largo do Piauí,Pública,4.3,4.2
Campo Maior,Estadual,6.6,6.9
Campo Maior,Municipal,4.6,5.2
Campo Maior,Pública,4.7,5.3
Canavieira,Estadual,-,-
Canavieira,Municipal,3.2,3.6
Canavieira,Pública,3.2,3.6
Canto do Buriti,Estadual,-,-
Canto do Buriti,Municipal,4.2,4.6
Canto do Buriti,Pública,4.2,4.6
Capitão de Campos,Estadual,-,-
Capitão de Campos,Municipal,4.6,5.3
Capitão de Campos,Pública,4.6,5.3
Capitão Gervásio Oliveira,Municipal,4.4,4.3
Capitão Gervásio Oliveira,Pública,4.4,4.3
Caracol,Estadual,-,-
Caracol,Municipal,3.1,4.1
Caracol,Pública,3.1,4.1
Caraúbas do Piauí,Municipal,-,4.3
Caraúbas do Piauí,Pública,-,4.3
Caridade do Piauí,Municipal,4,4.8
Caridade do Piauí,Pública,4,4.8
Castelo do Piauí,Estadual,-,-
Castelo do Piauí,Municipal,6,7.3
Castelo do Piauí,Pública,6,7.3
Caxingó,Municipal,4.1,4.4
Caxingó,Pública,4.1,4.4
Cocal,Estadual,-,-
Cocal,Municipal,4.4,4.8
Cocal,Pública,4.4,4.8
Cocal de Telha,Municipal,4.6,4.9
Cocal de Telha,Pública,4.6,4.9
Cocal dos Alves,Municipal,6.3,5.8
Cocal dos Alves,Pública,6.3,5.8
Coivaras,Municipal,4.4,4.7
Coivaras,Pública,4.4,4.7
Colônia do Gurguéia,Estadual,-,-
Colônia do Gurguéia,Municipal,4.4,4.2
Colônia do Gurguéia,Pública,4.4,4.2
Colônia do Piauí,Municipal,5,5.7
Colônia do Piauí,Pública,5,5.7
Conceição do Canindé,Estadual,-,-
Conceição do Canindé,Municipal,3.4,4.6
Conceição do Canindé,Pública,3.4,4.6
Coronel José Dias,Municipal,4.1,5.5
Coronel José Dias,Pública,4.1,5.5
Corrente,Estadual,-,-
Corrente,Municipal,3.4,3.5
Corrente,Pública,3.4,3.5
Cristalândia do Piauí,Estadual,-,-
Cristalândia do Piauí,Municipal,3.4,3.1
Cristalândia do Piauí,Pública,3.4,3.1
Cristino Castro,Estadual,-,-
Cristino Castro,Municipal,2.8,4.2
Cristino Castro,Pública,2.8,4.2
Curimatá,Estadual,-,-
Curimatá,Municipal,3.4,3.5
Curimatá,Pública,3.4,3.5
Currais,Municipal,3.5,4
Currais,Pública,3.5,4
Curralinhos,Municipal,3.1,4
Curralinhos,Pública,3.1,4
Curral Novo do Piauí,Estadual,-,-
Curral Novo do Piauí,Municipal,4.7,4.5
Curral Novo do Piauí,Pública,4.7,4.5
Demerval Lobão,Estadual,-,-
Demerval Lobão,Municipal,3.9,5.1
Demerval Lobão,Pública,3.9,5.1
Dirceu Arcoverde,Estadual,-,-
Dirceu Arcoverde,Municipal,2.8,3.6
Dirceu Arcoverde,Pública,2.8,3.6
Dom Expedito Lopes,Estadual,-,-
Dom Expedito Lopes,Municipal,4.9,5
Dom Expedito Lopes,Pública,4.8,5
Domingos Mourão,Municipal,7.3,7.1
Domingos Mourão,Pública,7.3,7.1
Dom Inocêncio,Estadual,-,-
Dom Inocêncio,Municipal,5.2,5.8
Dom Inocêncio,Pública,5.2,5.8
Elesbão Veloso,Estadual,-,-
Elesbão Veloso,Municipal,3.7,3.8
Elesbão Veloso,Pública,3.7,3.8
Eliseu Martins,Estadual,-,-
Eliseu Martins,Municipal,3.8,4.4
Eliseu Martins,Pública,3.8,4.4
Esperantina,Estadual,-,-
Esperantina,Municipal,3.9,4.1
Esperantina,Pública,3.9,4.1
Fartura do Piauí,Municipal,4.2,4.1
Fartura do Piauí,Pública,4.2,4.1
Flores do Piauí,Estadual,-,-
Flores do Piauí,Municipal,3.5,4.5
Flores do Piauí,Pública,3.5,4.5
Floresta do Piauí,Municipal,3.9,-
Floresta do Piauí,Pública,3.9,-
Floriano,Estadual,-,-
Floriano,Municipal,5.3,5.5
Floriano,Pública,5.3,5.5
Francinópolis,Estadual,-,-
Francinópolis,Municipal,4.1,4.6
Francinópolis,Pública,4.1,4.6
Francisco Ayres,Estadual,-,-
Francisco Ayres,Municipal,3.8,5.2
Francisco Ayres,Pública,3.8,5.2
Francisco Macedo,Municipal,3.9,4.7
Francisco Macedo,Pública,3.9,4.7
Francisco Santos,Estadual,-,-
Francisco Santos,Municipal,4.5,5.6
Francisco Santos,Pública,4.5,5.6
Fronteiras,Municipal,4.8,5.8
Fronteiras,Pública,4.8,5.8
Geminiano,Municipal,3.4,4.3
Geminiano,Pública,3.4,4.3
Gilbués,Estadual,-,-
Gilbués,Municipal,3.1,3.5
Gilbués,Pública,3.1,3.5
Guadalupe,Estadual,-,-
Guadalupe,Municipal,4.5,4.5
Guadalupe,Pública,4.5,4.5
Guaribas,Municipal,4,4.3
Guaribas,Pública,4,4.3
Hugo Napoleão,Estadual,-,-
Hugo Napoleão,Municipal,4.8,4.5
Hugo Napoleão,Pública,4.8,4.5
Ilha Grande,Estadual,-,-
Ilha Grande,Municipal,4.1,4.2
Ilha Grande,Pública,4.1,4.2
Inhuma,Estadual,-,-
Inhuma,Municipal,5,5.5
Inhuma,Pública,5,5.5
Ipiranga do Piauí,Estadual,4.6,-
Ipiranga do Piauí,Municipal,5,5.3
Ipiranga do Piauí,Pública,4.9,5.3
Isaías Coelho,Estadual,-,-
Isaías Coelho,Municipal,3.6,4.6
Isaías Coelho,Pública,3.6,4.6
Itainópolis,Estadual,-,-
Itainópolis,Municipal,4.6,4.9
Itainópolis,Pública,4.6,4.9
Itaueira,Estadual,-,-
Itaueira,Municipal,4,4.4
Itaueira,Pública,4,4.4
Jacobina do Piauí,Municipal,4.4,4.5
Jacobina do Piauí,Pública,4.4,4.5
Jaicós,Estadual,-,-
Jaicós,Municipal,3.5,3.7
Jaicós,Pública,3.5,3.7
Jardim do Mulato,Municipal,3.7,4.1
Jardim do Mulato,Pública,3.7,4.1
Jatobá do Piauí,Municipal,4.1,5
Jatobá do Piauí,Pública,4.1,5
Jerumenha,Estadual,-,-
Jerumenha,Municipal,3.9,3.8
Jerumenha,Pública,3.9,3.8
João Costa,Municipal,4.3,4.1
João Costa,Pública,4.3,4.1
Joaquim Pires,Estadual,-,-
Joaquim Pires,Municipal,4.5,5.3
Joaquim Pires,Pública,4.5,5.3
Joca Marques,Municipal,4.5,4.8
Joca Marques,Pública,4.5,4.8
José de Freitas,Estadual,-,-
José de Freitas,Municipal,4,4.2
José de Freitas,Pública,4,4.2
Juazeiro do Piauí,Estadual,-,-
Juazeiro do Piauí,Municipal,4.6,5.8
Juazeiro do Piauí,Pública,4.6,5.8
Júlio Borges,Municipal,4.5,3.7
Júlio Borges,Pública,4.5,3.7
Jurema,Municipal,-,3.1
Jurema,Pública,-,3.1
Lagoinha do Piauí,Municipal,4.5,6.1
Lagoinha do Piauí,Pública,4.5,6.1
Lagoa Alegre,Municipal,4.1,4.1
Lagoa Alegre,Pública,4.1,4.1
Lagoa do Barro do Piauí,Municipal,4.5,4.9
Lagoa do Barro do Piauí,Pública,4.5,4.9
Lagoa de São Francisco,Municipal,4.3,4.3
Lagoa de São Francisco,Pública,4.3,4.3
Lagoa do Piauí,Municipal,4.3,4
Lagoa do Piauí,Pública,4.3,4
Lagoa do Sítio,Municipal,3.9,4.1
Lagoa do Sítio,Pública,3.9,4.1
Landri Sales,Estadual,-,-
Landri Sales,Municipal,4.2,5.2
Landri Sales,Pública,4.2,5.2
Luís Correia,Estadual,-,-
Luís Correia,Municipal,3.6,4.1
Luís Correia,Pública,3.6,4.1
Luzilândia,Estadual,-,-
Luzilândia,Municipal,3.5,3.8
Luzilândia,Pública,3.5,3.8
Madeiro,Municipal,4,4.7
Madeiro,Pública,4,4.7
Manoel Emídio,Estadual,-,-
Manoel Emídio,Municipal,5,5.3
Manoel Emídio,Pública,5,5.3
Marcolândia,Municipal,4.3,4.8
Marcolândia,Pública,4.3,4.8
Marcos Parente,Estadual,-,-
Marcos Parente,Municipal,4.2,4
Marcos Parente,Pública,4.2,4
Massapê do Piauí,Municipal,3.9,4.4
Massapê do Piauí,Pública,3.9,4.4
Matias Olímpio,Estadual,-,-
Matias Olímpio,Municipal,4,4.1
Matias Olímpio,Pública,4,4.1
Miguel Alves,Estadual,-,-
Miguel Alves,Municipal,3.4,3.6
Miguel Alves,Pública,3.4,3.6
Miguel Leão,Municipal,2.3,3.5
Miguel Leão,Pública,2.3,3.5
Milton Brandão,Municipal,3.5,-
Milton Brandão,Pública,3.5,-
Monsenhor Gil,Estadual,-,-
Monsenhor Gil,Municipal,4.7,5.8
Monsenhor Gil,Pública,4.7,5.8
Monsenhor Hipólito,Municipal,5.2,4.6
Monsenhor Hipólito,Pública,5.2,4.6
Monte Alegre do Piauí,Estadual,-,-
Monte Alegre do Piauí,Municipal,3,3.7
Monte Alegre do Piauí,Pública,3,3.7
Morro Cabeça no Tempo,Municipal,3.4,3.6
Morro Cabeça no Tempo,Pública,3.4,3.6
Morro do Chapéu do Piauí,Municipal,3.8,4.9
Morro do Chapéu do Piauí,Pública,3.8,4.9
Murici dos Portelas,Municipal,4.2,4.3
Murici dos Portelas,Pública,4.2,4.3
Nazaré do Piauí,Estadual,-,-
Nazaré do Piauí,Municipal,4.2,4.5
Nazaré do Piauí,Pública,4.2,4.5
Nazária,Municipal,4.1,4.6
Nazária,Pública,4.1,4.6
Nossa Senhora de Nazaré,Municipal,3.9,5.2
Nossa Senhora de Nazaré,Pública,3.9,5.2
Nossa Senhora dos Remédios,Estadual,-,-
Nossa Senhora dos Remédios,Municipal,3.8,3.6
Nossa Senhora dos Remédios,Pública,3.8,3.6
Novo Oriente do Piauí,Estadual,-,-
Novo Oriente do Piauí,Municipal,3.2,4.2
Novo Oriente do Piauí,Pública,3.2,4.2
Novo Santo Antônio,Municipal,3.9,4.8
Novo Santo Antônio,Pública,3.9,4.8
Oeiras,Estadual,-,-
Oeiras,Municipal,5.4,7.1
Oeiras,Pública,5.4,7.1
Olho D'Água do Piauí,Municipal,5.5,5.3
Olho D'Água do Piauí,Pública,5.5,5.3
Padre Marcos,Estadual,-,-
Padre Marcos,Municipal,4.8,5.3
Padre Marcos,Pública,4.8,5.3
Paes Landim,Estadual,-,-
Paes Landim,Municipal,3.5,4
Paes Landim,Pública,3.5,4
Pajeú do Piauí,Municipal,5.3,6.8
Pajeú do Piauí,Pública,5.3,6.8
Palmeira do Piauí,Estadual,-,-
Palmeira do Piauí,Municipal,4.2,4.6
Palmeira do Piauí,Pública,4.2,4.6
Palmeirais,Estadual,-,-
Palmeirais,Municipal,3.5,3.8
Palmeirais,Pública,3.5,3.8
Paquetá,Municipal,4.6,4.2
Paquetá,Pública,4.6,4.2
Parnaguá,Estadual,-,-
Parnaguá,Municipal,3.4,3.5
Parnaguá,Pública,3.4,3.5
Parnaíba,Estadual,5.3,5.6
Parnaíba,Municipal,4.2,4.6
Parnaíba,Pública,4.3,4.6
Passagem Franca do Piauí,Estadual,-,-
Passagem Franca do Piauí,Municipal,3.4,4
Passagem Franca do Piauí,Pública,3.4,4
Patos do Piauí,Municipal,3.7,5.4
Patos do Piauí,Pública,3.7,5.4
Pau D'Arco do Piauí,Municipal,3.9,-
Pau D'Arco do Piauí,Pública,3.9,-
Paulistana,Estadual,-,-
Paulistana,Municipal,3.6,4.8
Paulistana,Pública,3.6,4.8
Pavussu,Estadual,-,-
Pavussu,Municipal,3.6,3.9
Pavussu,Pública,3.6,3.9
Pedro II,Estadual,-,-
Pedro II,Municipal,3.8,4.5
Pedro II,Pública,3.8,4.5
Pedro Laurentino,Municipal,3.9,3.7
Pedro Laurentino,Pública,3.9,3.7
Nova Santa Rita,Municipal,3.7,4.2
Nova Santa Rita,Pública,3.7,4.2
Picos,Estadual,-,-
Picos,Municipal,4.4,4.4
Picos,Pública,4.4,4.4
Pimenteiras,Estadual,-,-
Pimenteiras,Municipal,3.8,3.8
Pimenteiras,Pública,3.8,3.8
Pio IX,Estadual,5.9,-
Pio IX,Municipal,4.4,4.8
Pio IX,Pública,5.1,4.8
Piracuruca,Estadual,6.3,7.6
Piracuruca,Municipal,4.9,5.7
Piracuruca,Pública,5.2,6.2
Piripiri,Estadual,-,-
Piripiri,Municipal,4.9,4.6
Piripiri,Pública,4.9,4.6
Porto,Estadual,-,-
Porto,Municipal,3.9,3.8
Porto,Pública,3.9,3.8
Porto Alegre do Piauí,Municipal,5,4.7
Porto Alegre do Piauí,Pública,5,4.7
Prata do Piauí,Estadual,-,-
Prata do Piauí,Municipal,4.3,4.8
Prata do Piauí,Pública,4.3,4.8
Queimada Nova,Municipal,3.7,4.1
Queimada Nova,Pública,3.7,4.1
Redenção do Gurguéia,Estadual,-,-
Redenção do Gurguéia,Municipal,3,3.6
Redenção do Gurguéia,Pública,3,3.6
Regeneração,Estadual,-,-
Regeneração,Municipal,3.9,4.3
Regeneração,Pública,3.9,4.3
Riacho Frio,Municipal,3.9,4
Riacho Frio,Pública,3.9,4
Ribeira do Piauí,Municipal,-,4.5
Ribeira do Piauí,Pública,-,4.5
Ribeiro Gonçalves,Estadual,-,-
Ribeiro Gonçalves,Municipal,4.4,4.9
Ribeiro Gonçalves,Pública,4.4,4.9
Rio Grande do Piauí,Estadual,-,-
Rio Grande do Piauí,Municipal,3.7,3.7
Rio Grande do Piauí,Pública,3.7,3.7
Santa Cruz do Piauí,Estadual,-,-
Santa Cruz do Piauí,Municipal,3.9,4.1
Santa Cruz do Piauí,Pública,3.9,4.1
Santa Cruz dos Milagres,Estadual,-,-
Santa Cruz dos Milagres,Municipal,5.4,5.1
Santa Cruz dos Milagres,Pública,5.4,5.1
Santa Filomena,Estadual,-,-
Santa Filomena,Municipal,4.5,4.4
Santa Filomena,Pública,4.5,4.4
Santa Luz,Estadual,3.9,-
Santa Luz,Municipal,4.5,4.4
Santa Luz,Pública,4.4,4.4
Santana do Piauí,Municipal,5.5,5.2
Santana do Piauí,Pública,5.5,5.2
Santa Rosa do Piauí,Estadual,-,-
Santa Rosa do Piauí,Municipal,5,4.9
Santa Rosa do Piauí,Pública,5,4.9
Santo Antônio de Lisboa,Estadual,-,-
Santo Antônio de Lisboa,Municipal,3.8,4.3
Santo Antônio de Lisboa,Pública,3.8,4.3
Santo Antônio dos Milagres,Municipal,3.8,4.2
Santo Antônio dos Milagres,Pública,3.8,4.2
Santo Inácio do Piauí,Municipal,5.6,6
Santo Inácio do Piauí,Pública,5.6,6
São Braz do Piauí,Municipal,4.4,5.5
São Braz do Piauí,Pública,4.4,5.5
São Félix do Piauí,Municipal,4.3,5.6
São Félix do Piauí,Pública,4.3,5.6
São Francisco de Assis do Piauí,Municipal,3.3,4.7
São Francisco de Assis do Piauí,Pública,3.3,4.7
São Francisco do Piauí,Estadual,-,-
São Francisco do Piauí,Municipal,4.3,4.7
São Francisco do Piauí,Pública,4.3,4.7
São Gonçalo do Gurguéia,Municipal,3.7,4
São Gonçalo do Gurguéia,Pública,3.7,4
São Gonçalo do Piauí,Municipal,4.6,4.3
São Gonçalo do Piauí,Pública,4.6,4.3
São João da Canabrava,Municipal,5.7,5
São João da Canabrava,Pública,5.7,5
São João da Fronteira,Municipal,4.2,4.4
